customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
8097-OMULG,male,0,yes,yes,59,yes,no,dsl,no,yes,yes,yes,yes,yes,one year,no,credit card (automatic),76.75,4541.9,0
6013-BHCAW,male,0,yes,yes,61,yes,yes,dsl,no,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),81.0,4976.15,0
0401-WDBXM,male,0,yes,yes,72,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,yes,bank transfer (automatic),105.55,7542.25,0
3387-PLKUI,female,0,yes,yes,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,18.8,251.25,0
6096-EGVTU,female,0,yes,yes,64,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,24.9,1595.5,0
3797-VTIDR,male,0,yes,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,23.45,23.45,1
5081-NWSUP,female,0,no,no,10,yes,no,dsl,no,yes,no,yes,no,yes,one year,no,mailed check,64.9,685.55,0
2580-ATZSQ,female,0,yes,yes,65,yes,no,dsl,yes,yes,yes,no,no,no,one year,no,bank transfer (automatic),61.35,3874.1,0
8085-MSNLK,female,0,yes,no,62,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,mailed check,113.95,6891.4,0
9691-HKOVS,female,0,yes,no,55,yes,yes,dsl,yes,yes,yes,yes,yes,yes,one year,yes,electronic check,90.15,4916.95,0
9881-VCZEP,female,0,yes,no,25,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,54.1,1373.0,0
9526-BIHHD,male,0,no,no,1,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,29.7,29.7,1
8757-TFHHJ,male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),49.8,49.8,0
4523-WXCEF,female,0,yes,no,59,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,no,electronic check,101.1,6039.9,1
1468-DEFNC,male,1,yes,yes,64,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.4,1548.65,0
5119-KEPFY,male,0,yes,no,36,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),95.0,3440.25,0
8364-TRMMK,female,0,no,no,3,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,50.65,151.3,1
0916-KNFAJ,male,0,yes,no,61,yes,yes,dsl,yes,no,yes,no,no,yes,two year,yes,mailed check,69.9,4226.7,0
8319-QBEHW,male,0,no,yes,26,no,no phone service,dsl,no,yes,no,no,yes,no,one year,yes,bank transfer (automatic),39.95,1023.75,0
3063-QFSZL,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,55.4,55.4,1
8775-LHDJH,female,1,yes,no,1,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,90.6,90.6,1
9625-QNLUX,male,0,yes,yes,68,yes,no,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,credit card (automatic),103.25,7074.4,0
3097-NQYSN,male,1,yes,no,2,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,mailed check,86.85,156.35,1
4024-CSNBY,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,no,no,two year,yes,bank transfer (automatic),94.25,6849.75,0
7110-BDTWG,female,0,yes,no,71,no,no phone service,dsl,no,no,yes,yes,no,yes,two year,yes,electronic check,47.05,3263.6,0
7493-GVFIO,male,0,no,no,57,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.55,1252.85,0
0690-SRQID,male,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.65,67.55,0
9605-WGJVW,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.2,70.2,0
9114-DPSIA,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,no,credit card (automatic),81.0,5750.0,0
4700-UBQMV,male,0,yes,yes,21,yes,yes,dsl,yes,no,no,no,yes,yes,one year,yes,bank transfer (automatic),75.9,1549.75,0
7711-GQBZC,female,0,yes,yes,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.7,1810.55,0
3565-UNOCC,female,1,yes,no,29,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),99.05,2952.85,1
4627-MIHJH,female,1,no,no,69,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,no,credit card (automatic),110.25,7467.55,0
9795-NREXC,female,0,yes,no,64,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),85.0,5484.4,0
8573-CGOCC,male,0,no,no,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),19.75,294.9,0
7356-AYNJP,female,0,no,no,4,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,23.9,97.5,0
9249-FXSCK,female,0,no,no,52,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,one year,yes,credit card (automatic),111.25,5916.45,1
5493-SDRDQ,male,0,no,no,2,yes,no,dsl,yes,no,yes,no,no,no,month-to-month,yes,mailed check,55.1,113.35,1
6286-SUUWT,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.95,19.95,0
4819-HJPIW,male,0,no,no,18,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,25.15,476.8,0
8654-DHAOW,female,0,no,no,2,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,54.15,101.65,0
5438-QMDDL,female,0,yes,no,19,yes,no,dsl,no,yes,no,no,no,yes,month-to-month,yes,mailed check,59.8,1130.85,0
9812-GHVRI,female,0,no,no,40,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),83.85,3532.25,0
5553-AOINX,female,1,yes,yes,66,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,104.9,6891.45,0
1228-ZLNBX,male,0,no,no,21,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,75.3,1570.7,0
4226-KKDON,male,0,no,no,8,yes,no,dsl,no,yes,no,yes,yes,no,month-to-month,yes,electronic check,66.65,520.95,0
3831-YCPUO,female,0,yes,yes,72,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),109.5,7854.9,0
7445-WMRBW,female,0,no,no,48,yes,yes,dsl,no,yes,yes,yes,yes,no,one year,yes,bank transfer (automatic),73.85,3581.4,0
3308-DGHKL,male,0,no,no,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),19.3,1447.9,0
9924-JPRMC,male,0,no,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,118.2,8547.15,0
0080-EMYVY,female,0,no,no,14,yes,no,dsl,no,yes,no,no,no,no,one year,no,credit card (automatic),51.45,727.85,0
6218-KNUBD,male,0,no,no,6,yes,no,dsl,no,yes,no,no,yes,no,month-to-month,no,electronic check,59.45,357.6,0
7337-CINUD,female,0,yes,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.5,159.35,0
7609-NRNCA,female,0,no,no,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.55,280.85,0
0623-EJQEG,male,0,no,no,65,yes,yes,fiber optic,yes,no,no,yes,no,yes,one year,no,electronic check,93.55,6069.25,0
7153-CHRBV,female,0,yes,yes,57,yes,no,dsl,yes,no,yes,yes,no,no,one year,yes,mailed check,59.3,3274.35,0
0871-URUWO,male,0,yes,no,13,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),102.25,1359.0,1
9190-MFJLN,male,1,no,no,19,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),95.9,1777.9,1
6198-PNNSZ,female,0,yes,no,56,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,no,bank transfer (automatic),109.8,6109.65,0
3317-VLGQT,female,0,yes,no,14,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,78.1,1122.4,0
4132-POCZS,male,0,yes,no,52,no,no phone service,dsl,yes,no,no,no,no,yes,month-to-month,yes,electronic check,39.9,2020.9,0
5614-DNZCE,female,0,no,no,58,yes,no,dsl,yes,yes,yes,yes,no,no,two year,yes,credit card (automatic),64.9,3795.45,0
1095-JUDTC,female,1,no,no,47,yes,yes,fiber optic,no,yes,no,yes,yes,no,month-to-month,yes,electronic check,95.05,4504.55,1
3896-RCYYE,female,0,no,no,67,no,no phone service,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),53.4,3579.15,0
9638-JIQYA,male,0,no,no,2,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),24.9,49.7,0
3258-SANFR,male,1,no,no,6,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,credit card (automatic),44.7,276.5,0
3726-TBHQT,male,0,yes,yes,71,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),114.0,8175.9,0
3190-ITQXP,female,0,yes,yes,46,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.25,890.35,0
0870-VEMYL,female,0,no,no,5,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,credit card (automatic),53.85,259.8,1
4833-QTJNO,male,1,yes,no,67,yes,yes,fiber optic,yes,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),83.85,5588.8,0
3039-MJSLN,male,0,no,yes,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),20.2,50.6,0
0178-CIIKR,female,0,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.95,58.0,0
5385-SUIRI,male,1,yes,no,52,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,104.2,5568.35,1
3982-XWFZQ,female,0,yes,no,42,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,50.25,2203.65,1
5774-QPLTF,male,0,yes,yes,50,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.35,938.95,0
2322-VCZHZ,male,1,yes,no,23,yes,no,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,90.0,2024.1,0
5010-IPEAQ,female,0,yes,yes,67,no,no phone service,dsl,yes,yes,yes,yes,yes,no,two year,no,credit card (automatic),54.2,3623.95,0
4009-ALQFH,female,0,no,no,25,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,99.5,2369.05,1
6383-ZTSIW,female,1,yes,no,39,yes,no,fiber optic,yes,yes,no,no,yes,yes,one year,no,mailed check,99.1,3877.95,0
8990-YOZLV,female,0,no,no,69,yes,yes,dsl,yes,yes,no,yes,no,no,two year,yes,mailed check,66.9,4577.9,0
3069-SSVSN,female,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,one year,no,mailed check,25.85,25.85,0
5222-IMUKT,male,0,no,no,32,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,91.05,2871.5,0
3627-FCRDW,female,0,no,no,9,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,71.0,672.55,1
7562-GSUHK,female,0,no,no,16,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,credit card (automatic),93.2,1573.7,1
6685-XSHHU,male,0,yes,yes,60,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),20.95,1270.55,0
8901-UPRHR,female,0,yes,yes,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),109.2,7711.45,0
4903-UYAVB,male,0,yes,no,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.35,126.05,1
0118-JPNOY,female,1,no,no,26,yes,no,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,credit card (automatic),85.8,2193.65,0
6776-TLWOI,male,0,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.85,64.55,1
3845-FXCYS,male,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,19.65,31.2,0
5857-XRECV,female,0,no,yes,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.5,38.25,0
0725-CXOTM,female,0,no,no,36,yes,yes,dsl,yes,no,yes,yes,yes,yes,one year,yes,credit card (automatic),89.65,3348.1,0
4343-EJVQB,male,0,no,no,7,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,mailed check,74.35,533.6,0
9000-PLFUZ,female,1,yes,no,60,no,no phone service,dsl,no,yes,no,no,yes,yes,two year,yes,credit card (automatic),49.45,2907.55,0
3427-GGZZI,female,0,yes,no,19,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,89.1,1620.8,0
7779-ORAEL,male,1,yes,no,45,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,no,credit card (automatic),75.15,3480.35,0
0644-OQMDK,male,1,no,no,4,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.65,293.85,0
4077-CROMM,female,0,yes,yes,31,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,104.2,3243.45,1
3154-CFSZG,male,0,yes,yes,47,yes,no,fiber optic,yes,no,yes,no,no,yes,month-to-month,no,electronic check,90.05,4137.2,0
2868-MZAGQ,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.25,79.25,1
4847-QNOKA,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),44.9,44.9,1
2220-IAHLS,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),19.4,19.4,0
1658-XUHBX,female,1,yes,yes,59,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),88.75,5348.65,0
6379-RXJRQ,male,0,yes,no,10,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.1,659.65,1
2378-HTWFW,male,1,no,no,35,yes,yes,fiber optic,yes,no,no,no,no,yes,month-to-month,no,credit card (automatic),91.0,3180.5,0
8650-RHRKE,male,0,no,no,4,no,no phone service,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,29.65,118.5,1
4377-VDHYI,male,0,yes,yes,32,yes,no,fiber optic,yes,yes,no,no,no,yes,one year,yes,electronic check,90.8,3023.85,0
0475-RIJEP,male,0,no,no,43,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,77.85,3365.85,1
1260-TTRXI,male,0,no,no,4,yes,no,dsl,no,no,no,no,no,yes,month-to-month,no,electronic check,54.3,195.3,1
3719-TDVQB,female,1,yes,no,54,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,18.95,1031.1,0
6328-ZPBGN,female,1,no,no,11,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),95.15,997.65,1
0201-MIBOL,female,1,no,no,66,yes,yes,fiber optic,yes,no,no,no,yes,yes,two year,yes,bank transfer (automatic),102.4,6471.85,0
4937-QPZPO,male,0,yes,yes,61,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,99.9,6241.35,0
2925-VDZHY,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),88.7,6501.35,0
6981-TDRFT,male,0,yes,yes,44,no,no phone service,dsl,no,no,yes,yes,yes,yes,one year,yes,electronic check,54.3,2317.1,0
3413-CSSTH,male,0,no,no,41,yes,yes,dsl,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),55.7,2237.55,0
8033-VCZGH,male,0,yes,no,50,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,electronic check,103.95,5231.3,0
4789-KWMXN,male,0,yes,no,47,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,credit card (automatic),110.85,5275.8,1
0224-NIJLP,male,0,yes,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.15,165.5,0
7542-CYDDM,male,0,no,no,18,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.05,358.5,0
4718-WXBGI,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),91.95,6614.9,0
2867-UIMSS,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,80.5,80.5,1
8495-PRWFH,female,1,no,no,42,yes,yes,dsl,no,no,yes,no,no,no,month-to-month,no,electronic check,55.65,2421.75,0
0439-IFYUN,female,1,no,no,18,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.7,1294.6,0
5716-LIBJC,female,0,no,yes,13,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card (automatic),104.15,1299.1,0
2868-LLSKM,female,0,yes,yes,68,yes,yes,fiber optic,no,yes,no,yes,no,no,one year,yes,bank transfer (automatic),83.65,5733.4,0
8111-RKSPX,male,0,no,no,4,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),72.2,305.55,1
2988-QRAJY,male,0,no,no,69,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,credit card (automatic),110.05,7430.75,0
1585-MQSSU,male,0,no,no,17,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,mailed check,51.5,900.5,1
0071-NDAFP,male,0,yes,yes,25,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.5,630.6,0
2856-NNASM,male,1,no,no,43,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,mailed check,89.55,3856.75,1
7328-ZJAJO,female,0,yes,yes,59,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.5,1222.65,0
6458-CYIDZ,female,1,no,no,5,yes,no,fiber optic,yes,yes,no,no,no,no,month-to-month,no,electronic check,80.7,374.8,0
8559-CIZFV,male,0,yes,yes,21,yes,yes,dsl,yes,yes,no,yes,yes,no,one year,no,mailed check,77.5,1625.0,1
1090-PYKCI,female,0,yes,yes,69,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,one year,yes,credit card (automatic),105.1,7234.8,0
3058-WQDRE,male,0,no,no,13,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),25.15,331.85,0
7547-EKNFS,male,0,yes,no,42,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),95.25,3959.35,1
2279-AXJJK,male,0,yes,no,52,yes,yes,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,credit card (automatic),95.65,5088.4,0
6769-DYBQN,male,1,no,no,46,yes,no,fiber optic,yes,no,no,no,no,yes,month-to-month,no,electronic check,85.0,3969.4,1
0909-SELIE,male,0,yes,no,61,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,bank transfer (automatic),80.8,4860.85,0
3417-TSCIC,male,0,no,no,29,no,no phone service,dsl,no,no,no,no,no,no,one year,yes,mailed check,24.85,788.05,0
1042-HFUCW,female,0,no,yes,25,yes,no,dsl,no,yes,no,yes,no,no,one year,yes,credit card (automatic),54.75,1266.35,0
4439-JMPMT,female,0,yes,yes,5,yes,no,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,electronic check,85.75,470.95,1
6537-OTKMY,male,0,no,no,15,no,no phone service,dsl,no,no,yes,no,yes,yes,one year,no,electronic check,50.75,688.2,0
8999-EXMNO,female,0,yes,yes,19,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.15,387.7,0
6725-TPKJO,male,0,no,no,44,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.05,845.25,0
2446-BEGGB,female,1,no,no,6,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,98.25,560.6,1
7162-WPHPM,male,0,yes,yes,58,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),71.6,4230.25,0
1599-MMYRQ,male,0,yes,yes,62,yes,no,fiber optic,yes,yes,no,no,no,no,one year,yes,credit card (automatic),81.45,4983.05,0
8821-KVZKQ,female,0,yes,yes,70,no,no phone service,dsl,no,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),58.4,4113.15,0
1496-GGSUK,female,1,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,25.7,25.7,1
6434-TTGJP,male,0,yes,yes,10,no,no phone service,dsl,yes,yes,yes,yes,no,yes,two year,no,credit card (automatic),53.7,521.0,0
0042-JVWOJ,male,0,no,no,26,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.6,471.85,0
0130-SXOUN,male,0,no,no,66,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,no,credit card (automatic),89.4,5976.9,0
2575-GFSOE,female,0,yes,yes,7,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.0,506.9,1
2330-PQGDQ,male,0,yes,yes,51,yes,yes,fiber optic,no,yes,no,yes,no,no,one year,no,bank transfer (automatic),84.2,4299.75,0
1452-UZOSF,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,two year,yes,credit card (automatic),106.1,7548.6,0
2097-YVPKN,male,0,no,no,65,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.75,1654.75,0
2842-JTCCU,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),46.05,80.35,1
8597-CTXVJ,male,0,no,yes,70,yes,yes,dsl,yes,yes,no,yes,no,no,one year,no,bank transfer (automatic),64.95,4551.5,0
6631-HMANX,male,0,yes,no,72,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),85.45,6227.5,0
9962-BFPDU,female,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.05,20.05,0
3296-SILRA,female,1,yes,no,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,76.4,76.4,1
9681-OXGVC,female,0,no,no,5,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.5,514.0,1
6394-HHHZM,male,0,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.7,57.5,0
5995-LFTLE,male,0,no,no,58,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.3,1474.35,0
5180-UCIIQ,male,1,yes,yes,22,no,no phone service,dsl,yes,no,no,no,no,yes,month-to-month,no,mailed check,40.05,880.2,1
1932-UEDCX,male,1,yes,no,33,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),100.6,3270.25,0
7153-OANIO,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,69.95,69.95,1
5188-HGMLP,male,1,yes,no,54,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),74.0,3919.15,0
0665-XHDJU,male,0,yes,no,72,yes,yes,fiber optic,no,yes,no,no,yes,yes,two year,yes,electronic check,99.4,7285.7,0
6521-YYTYI,male,0,no,yes,1,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,93.3,93.3,1
8878-HMWBV,male,0,no,no,3,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,49.15,169.05,1
8265-HKSOW,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,no,credit card (automatic),107.45,7658.3,0
3544-FBCAS,female,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,no,yes,yes,two year,yes,credit card (automatic),83.6,5959.3,0
5331-RGMTT,male,1,yes,no,54,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),99.05,5295.7,0
4759-PXTAN,female,0,yes,no,59,yes,yes,dsl,no,yes,no,yes,yes,yes,one year,yes,electronic check,80.1,4693.2,0
7054-DMVAS,male,0,no,no,54,yes,no,dsl,yes,yes,no,no,yes,no,two year,yes,bank transfer (automatic),65.3,3512.9,0
3428-MMGUB,male,0,no,no,60,yes,yes,fiber optic,no,no,yes,no,yes,no,two year,yes,electronic check,89.55,5231.2,0
6549-BTYPG,female,0,yes,no,60,no,no phone service,dsl,no,yes,yes,yes,yes,yes,two year,no,credit card (automatic),60.8,3603.45,0
7823-JSOAG,male,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,74.5,217.45,0
3705-RHRFR,female,0,yes,no,69,yes,yes,fiber optic,yes,no,no,no,yes,yes,two year,no,bank transfer (automatic),99.15,6875.35,0
9374-YOLBJ,female,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.25,19.25,0
9074-KGVOX,male,0,yes,yes,50,no,no phone service,dsl,yes,no,no,no,yes,no,month-to-month,yes,credit card (automatic),39.45,2021.35,0
6128-DAFVY,female,0,no,no,56,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,credit card (automatic),44.85,2564.95,0
9933-QRGTX,female,0,yes,no,60,yes,no,fiber optic,yes,no,no,yes,yes,yes,two year,yes,electronic check,97.2,5611.75,0
4476-OSWTN,male,1,yes,no,69,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,mailed check,110.55,7610.1,0
3751-KTZEL,female,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,no,mailed check,35.05,35.05,1
1977-STDKI,female,1,no,no,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,73.0,73.0,1
5066-GFJMM,female,0,yes,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.9,45.75,0
2661-GKBTK,male,0,yes,yes,60,yes,no,dsl,no,yes,no,yes,yes,yes,two year,no,bank transfer (automatic),76.95,4543.95,0
0458-HEUZG,female,0,no,no,13,no,no phone service,dsl,no,no,yes,yes,no,no,two year,no,mailed check,35.4,450.4,0
