customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
6379-RXJRQ,male,0,yes,no,10,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.1,659.65,1
4018-KJYUY,male,0,no,yes,22,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),20.15,432.5,0
9031-ZVQPT,male,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,electronic check,108.2,7840.6,0
9068-FHQHD,female,0,yes,yes,40,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.15,777.35,0
5961-VUSRV,female,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.35,219.35,0
5244-IRFIH,male,1,yes,no,33,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.5,3105.55,1
5872-OEQNH,female,0,no,no,60,no,no phone service,dsl,yes,no,yes,no,no,yes,one year,yes,electronic check,44.45,2773.9,0
3522-CDKHF,female,0,yes,no,32,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),75.5,2324.7,0
4614-NUVZD,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,81.1,81.1,1
0289-IVARM,female,0,no,no,35,yes,no,dsl,yes,yes,yes,no,no,no,month-to-month,no,electronic check,60.55,1982.6,0
4397-FRLTA,female,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.15,84.5,0
4186-ZBUEW,female,0,no,no,36,yes,yes,dsl,no,yes,no,yes,no,yes,one year,yes,mailed check,70.7,2511.95,0
3572-UOLYZ,female,0,no,yes,46,yes,yes,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,bank transfer (automatic),84.8,3958.85,0
9778-OGKQZ,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),92.0,6782.15,0
4489-SNOJF,female,0,yes,yes,35,yes,yes,dsl,yes,no,yes,yes,yes,no,month-to-month,no,electronic check,72.25,2568.55,1
0013-EXCHZ,female,1,yes,no,3,yes,no,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,mailed check,83.9,267.4,1
7762-URZQH,male,0,yes,no,66,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,yes,credit card (automatic),106.05,6981.35,1
8868-GAGIO,male,0,yes,no,45,yes,yes,fiber optic,yes,no,yes,no,no,no,month-to-month,yes,mailed check,84.55,3713.95,0
6408-WHTEF,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,mailed check,89.4,6376.55,0
5220-AGAAX,male,0,yes,yes,68,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.0,1664.3,0
5299-RULOA,female,0,yes,yes,10,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,100.25,1064.65,1
0887-HJGAR,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.7,45.7,1
7795-CFOCW,male,0,no,no,45,no,no phone service,dsl,yes,no,yes,yes,no,no,one year,no,bank transfer (automatic),42.3,1840.75,0
3470-BTGQO,male,0,no,yes,21,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.65,985.05,0
4512-ZUIYL,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),70.0,153.05,1
5968-XQIVE,male,0,yes,yes,72,yes,yes,fiber optic,no,yes,no,no,yes,no,one year,yes,electronic check,89.7,6588.95,0
9305-CDSKC,female,0,no,no,8,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.65,820.5,1
5649-VUKMC,female,0,no,no,12,yes,no,fiber optic,no,no,yes,no,yes,yes,one year,no,mailed check,95.5,1115.15,1
8942-DBMHZ,male,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.45,255.35,0
2262-SLNVK,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.1,70.1,0
5743-KHMNA,male,0,no,no,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),25.55,1898.1,0
9646-NMHXE,male,0,yes,no,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.65,973.1,0
1265-BCFEO,female,0,yes,no,71,yes,yes,dsl,no,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),80.45,5662.25,0
7576-ASEJU,female,0,yes,yes,41,yes,no,dsl,yes,no,no,yes,yes,yes,one year,yes,credit card (automatic),74.7,3187.65,0
7153-CHRBV,female,0,yes,yes,57,yes,no,dsl,yes,no,yes,yes,no,no,one year,yes,mailed check,59.3,3274.35,0
4782-OSFXZ,female,1,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,bank transfer (automatic),82.7,5831.2,0
9992-RRAMN,male,0,yes,no,22,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.1,1873.7,1
2984-TBYKU,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,yes,credit card (automatic),104.9,7732.65,0
6608-QQLVK,male,0,no,no,1,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,50.5,50.5,1
7623-HKYRK,male,0,no,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.7,111.65,0
0378-CJKPV,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),112.1,7965.95,0
9919-KNPOO,female,0,yes,no,21,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.3,1948.35,0
2266-FUBDZ,male,0,yes,yes,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.35,278.85,0
6542-LWGXJ,male,0,yes,no,3,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,25.0,78.25,0
3399-BMLVW,male,0,yes,yes,51,yes,no,dsl,yes,yes,no,yes,no,no,two year,no,credit card (automatic),60.5,3121.45,0
1760-CAZHT,male,0,no,yes,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.8,460.2,0
2972-YDYUW,female,0,no,no,57,yes,yes,fiber optic,no,yes,no,yes,no,yes,one year,no,electronic check,94.7,5468.95,0
6838-YAUVY,female,0,no,no,54,yes,yes,fiber optic,no,no,yes,yes,no,yes,two year,yes,bank transfer (automatic),95.1,5064.85,0
1925-TIBLE,female,0,yes,no,7,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,86.5,582.5,1
9788-YTFGE,male,0,no,no,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.95,147.5,0
6773-LQTVT,female,1,yes,yes,29,no,no phone service,dsl,no,yes,yes,no,no,no,month-to-month,yes,mailed check,35.65,1025.15,0
8819-ZBYNA,female,0,yes,no,58,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),109.1,6393.65,0
3315-TOTBP,male,0,no,no,15,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,76.0,1130.85,1
0235-KGSLC,female,0,no,no,1,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,credit card (automatic),85.55,85.55,1
1960-UYCNN,male,0,no,no,10,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,95.25,1021.55,0
6036-TTFYU,female,0,yes,no,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.6,314.45,0
8763-KIAFH,female,0,yes,yes,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.55,583.3,0
4049-ZPALD,female,0,yes,no,64,yes,no,fiber optic,yes,no,yes,no,yes,yes,two year,yes,bank transfer (automatic),99.0,6375.8,0
0815-MFZGM,female,0,yes,no,42,yes,no,fiber optic,no,no,yes,yes,yes,yes,two year,yes,credit card (automatic),99.0,4135.0,0
5510-BOIUJ,male,0,no,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.25,19.25,1
6728-VOIFY,female,0,yes,no,63,yes,no,fiber optic,no,yes,no,no,yes,yes,one year,yes,electronic check,96.0,6109.75,0
1212-GLHMD,male,0,no,no,3,yes,no,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,mailed check,86.05,244.85,0
3657-COGMW,female,1,no,no,52,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,no,credit card (automatic),108.1,5839.3,0
2192-CKRLV,female,0,yes,no,72,no,no phone service,dsl,yes,yes,yes,no,no,yes,two year,yes,electronic check,49.2,3580.95,0
0529-ONKER,male,1,no,no,15,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,75.65,1146.65,1
3683-QKIUE,female,0,no,no,6,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),50.8,288.05,1
4021-RQSNY,male,1,yes,no,29,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,98.5,3004.15,1
0107-WESLM,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,19.85,19.85,1
8735-DCXNF,male,0,yes,no,10,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,yes,credit card (automatic),54.95,568.85,0
8937-RDTHP,male,0,no,no,1,yes,no,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,mailed check,84.6,84.6,1
8627-ZYGSZ,male,0,yes,no,47,yes,yes,fiber optic,no,yes,no,no,no,no,one year,yes,electronic check,78.9,3650.35,0
2387-KDZQY,male,0,no,no,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.1,279.5,0
1843-TLSGD,female,0,yes,yes,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.85,272.35,0
3038-PQIUY,female,0,no,no,38,yes,yes,dsl,yes,yes,yes,no,no,no,month-to-month,yes,bank transfer (automatic),66.15,2522.4,0
1853-UDXBW,male,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.0,70.0,1
4622-YNKIJ,male,0,no,no,33,yes,no,fiber optic,yes,no,no,yes,yes,no,two year,yes,electronic check,88.95,3027.65,0
5143-EGQFK,female,1,no,no,10,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic check,29.65,291.4,1
1291-CUOCY,male,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),110.6,7962.2,0
0348-SDKOL,female,0,yes,no,58,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),102.1,5885.4,1
3214-IYUUQ,female,0,yes,no,61,yes,no,fiber optic,yes,yes,no,yes,no,yes,one year,no,bank transfer (automatic),93.7,5860.7,0
1597-LHYNC,female,1,no,no,26,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,95.0,2497.2,1
9919-FZDED,male,1,yes,no,72,yes,yes,dsl,yes,yes,yes,no,yes,yes,two year,yes,credit card (automatic),84.1,5981.65,0
2105-PHWON,female,0,yes,no,33,yes,yes,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,credit card (automatic),95.0,3008.15,0
9985-MWVIX,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.15,70.15,1
3411-WLRSQ,female,1,yes,no,3,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),74.6,239.05,0
8189-DUKMV,female,0,yes,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.5,79.05,0
7356-AYNJP,female,0,no,no,4,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,23.9,97.5,0
1120-BMWUB,female,0,no,no,16,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,mailed check,53.9,834.15,1
6956-SMUCM,female,0,no,no,3,yes,no,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),99.0,287.4,1
6603-YRDCJ,male,0,yes,no,33,yes,no,dsl,yes,yes,no,yes,no,no,two year,yes,mailed check,61.05,2018.4,0
3001-CBHLQ,male,1,yes,no,32,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,104.9,3351.55,1
7471-WNSUF,male,0,yes,no,60,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),24.15,1505.9,0
8580-AECUZ,male,1,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.1,79.1,1
4625-EWPTF,male,0,no,no,8,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,30.45,226.45,1
8010-EZLOU,male,1,no,no,15,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,80.2,1217.25,1
2694-CIUMO,female,0,no,no,12,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,yes,credit card (automatic),79.55,958.25,0
4456-RHSNB,female,0,yes,yes,19,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),49.6,962.9,0
6112-KTHFQ,female,0,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.3,279.3,0
3583-KRKMD,male,0,no,no,18,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),75.9,1373.05,0
7284-BUYEC,female,0,no,no,5,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),50.95,229.4,0
8945-MUQUF,male,0,no,no,51,yes,yes,fiber optic,yes,yes,no,no,yes,no,one year,yes,electronic check,94.8,4837.6,1
4439-YRNVD,female,0,no,no,10,no,no phone service,dsl,no,yes,no,yes,no,no,month-to-month,no,electronic check,36.25,374.0,0
0471-ARVMX,female,1,yes,no,62,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,electronic check,104.85,6312.9,0
8606-CIQUL,male,1,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),115.75,8399.15,0
1600-DILPE,female,0,no,no,12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),45.0,524.35,0
1658-BYGOY,male,1,no,no,18,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.45,1752.55,1
0195-IESCP,male,0,yes,no,10,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.25,855.3,1
8266-VBFQL,male,0,no,no,4,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,90.4,356.65,0
6366-XIVKZ,female,0,yes,yes,13,yes,no,dsl,yes,no,yes,no,no,yes,month-to-month,yes,mailed check,63.15,816.8,0
1752-OZXFY,male,0,yes,no,60,yes,no,dsl,yes,no,no,no,yes,no,one year,yes,mailed check,59.8,3561.15,0
2388-LAESQ,female,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),114.85,8317.95,0
3118-UHVVQ,female,0,yes,no,68,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.8,1911.5,0
6119-SPUDB,male,0,no,no,46,no,no phone service,dsl,yes,no,yes,yes,no,no,two year,no,mailed check,38.25,1755.35,0
5248-KWLAR,male,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,electronic check,90.35,6325.25,0
0843-WTBXE,male,0,no,no,53,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,no,bank transfer (automatic),85.45,4517.25,1
5439-WIKXB,male,1,yes,no,41,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,94.55,3851.45,0
3397-AVTKU,male,0,no,no,43,yes,no,dsl,no,yes,no,no,no,yes,two year,yes,electronic check,60.0,2548.55,0
5699-BNCAS,male,1,no,no,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,24.65,1766.75,0
0187-QSXOE,male,1,yes,no,7,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.0,605.45,0
7225-IILWY,male,0,yes,yes,68,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.75,1686.15,0
4385-ZKVNW,male,0,yes,yes,44,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,bank transfer (automatic),54.9,2549.1,0
8988-ECPJR,female,1,yes,yes,34,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,79.6,2718.3,1
7488-MXJIV,female,0,no,no,4,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.65,321.65,1
5732-IKGQH,male,1,yes,no,52,yes,no,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,bank transfer (automatic),104.45,5481.25,0
5115-GZDEL,male,0,no,yes,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),67.2,4671.7,0
4813-HQMGZ,female,0,yes,no,8,yes,yes,fiber optic,no,no,no,yes,no,yes,month-to-month,yes,electronic check,90.25,743.75,0
2908-ZTPNF,female,0,no,no,36,no,no phone service,dsl,no,yes,no,yes,no,no,month-to-month,yes,bank transfer (automatic),34.85,1267.2,0
5848-FHRFC,female,0,no,no,68,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.05,1386.9,0
0365-TRTPY,female,0,no,no,37,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,no,bank transfer (automatic),91.2,3382.3,0
9675-ICXCT,male,0,yes,yes,72,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,electronic check,80.8,5728.55,0
8404-FYDIB,male,0,no,no,26,yes,yes,fiber optic,yes,yes,no,no,no,no,month-to-month,yes,credit card (automatic),86.65,2208.75,0
8395-ETZKQ,male,1,yes,yes,68,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.5,1193.55,0
7389-KBFIT,female,0,yes,yes,2,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,30.25,63.75,0
8397-MVTAZ,male,0,yes,no,34,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.05,3480.0,1
9279-CJEOJ,female,1,no,no,21,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),95.4,2025.1,0
2139-FQHLM,male,0,no,no,19,yes,no,fiber optic,no,no,yes,yes,yes,no,month-to-month,no,mailed check,89.95,1682.4,0
0661-KQHNK,female,0,yes,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.0,105.5,0
0961-ZWLVI,male,0,no,yes,49,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,credit card (automatic),109.2,5290.45,0
0027-KWYKW,female,0,yes,yes,23,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,83.75,1849.95,0
1785-BPHTP,male,0,yes,yes,28,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,no,electronic check,85.45,2289.9,0
1432-FPAXX,female,0,no,no,29,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,30.6,856.35,1
9253-VIFJQ,male,0,yes,no,65,yes,yes,dsl,yes,yes,yes,no,no,no,one year,no,credit card (automatic),67.05,4309.55,0
1024-VRZHF,male,0,yes,no,11,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.95,825.7,1
3276-HDUEG,female,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,75.05,75.05,1
1768-HNVGJ,female,1,no,no,45,yes,yes,dsl,yes,no,no,yes,no,yes,month-to-month,yes,electronic check,70.05,3062.45,0
5533-RJFTJ,male,0,no,no,49,no,no phone service,dsl,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),30.2,1453.1,0
7493-GVFIO,male,0,no,no,57,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.55,1252.85,0
1636-NTNCO,male,1,no,no,4,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),50.95,207.35,0
3902-FOIGH,male,1,yes,no,12,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,101.35,1218.55,1
0314-TKOSI,female,0,no,no,6,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,mailed check,55.15,322.9,0
7398-SKNQZ,female,0,yes,no,3,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,94.9,273.2,0
5260-UMPWX,female,0,yes,yes,26,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),20.25,493.95,0
4603-JANFB,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.85,69.85,1
9734-YWGEX,female,0,no,no,9,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,credit card (automatic),98.3,923.5,1
0519-XUZJU,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,70.75,70.75,1
5389-FFVKB,male,1,yes,no,32,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),80.3,2483.05,1
7711-GQBZC,female,0,yes,yes,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.7,1810.55,0
7379-POKDZ,male,0,yes,no,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.3,208.85,1
5668-MEISB,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,two year,no,credit card (automatic),106.1,7657.4,0
6199-IWKGC,female,1,yes,no,46,yes,yes,fiber optic,no,no,no,yes,yes,yes,one year,no,electronic check,100.25,4753.85,0
2656-TABEH,male,0,yes,no,4,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.2,420.2,1
8474-UMLNT,female,0,no,no,13,yes,no,dsl,yes,yes,no,yes,no,yes,month-to-month,no,bank transfer (automatic),67.8,842.25,0
6402-EJMWF,male,0,no,no,4,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,mailed check,55.3,238.5,0
6899-PPEEA,female,1,no,no,37,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.55,3580.3,1
8215-NGSPE,female,0,yes,yes,42,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.0,833.55,0
8325-QRPZR,female,0,no,no,7,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,75.15,525.0,0
9025-ZRPVR,male,0,no,no,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,18.95,185.6,1
4702-HDRKD,male,0,no,no,67,no,no phone service,dsl,yes,no,yes,yes,yes,no,one year,yes,bank transfer (automatic),49.35,3321.35,0
7049-GKVZY,female,0,no,no,17,yes,no,dsl,yes,yes,no,yes,yes,yes,one year,no,credit card (automatic),79.85,1387.35,0
5913-INRQV,male,1,yes,no,34,yes,no,fiber optic,yes,no,no,yes,yes,no,one year,no,mailed check,90.15,3128.8,0
2002-MZHWP,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.5,20.5,1
2207-OBZNX,male,0,no,no,7,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,51.0,354.05,1
7673-LPRNY,female,0,no,no,23,yes,yes,dsl,yes,no,yes,no,yes,yes,one year,yes,electronic check,78.55,1843.05,0
3774-VBNXY,female,0,yes,yes,64,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.2,1277.75,0
7137-RYLPP,male,1,yes,no,37,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.7,3171.15,1
7619-ODSGN,male,0,yes,yes,24,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,54.75,1338.15,1
8051-HJRLT,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.55,70.55,1
6568-POCUI,female,0,yes,no,45,yes,no,fiber optic,no,no,no,yes,yes,yes,two year,yes,credit card (automatic),95.2,4285.8,0
3721-CNEYS,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.95,137.95,1
5219-YIPTK,female,0,yes,no,33,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,104.4,3409.6,1
8020-BWHYL,female,1,no,no,15,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),75.3,1147.45,1
3258-SANFR,male,1,no,no,6,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,credit card (automatic),44.7,276.5,0
5198-HQAEN,male,0,yes,yes,35,yes,no,fiber optic,no,yes,no,yes,yes,no,one year,yes,electronic check,89.7,3165.6,0
6671-NGWON,female,0,no,no,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.35,150.6,0
4671-LXRDQ,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.0,96.45,1
5989-PGKJB,female,0,no,no,16,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,86.25,1340.1,0
4625-XMOYM,female,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),26.25,1988.05,0
6620-HVDUJ,male,0,no,no,24,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,no,bank transfer (automatic),60.45,1440.75,0
3084-DOWLE,female,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),92.0,6474.4,0
0121-SNYRK,male,0,no,no,50,no,no phone service,dsl,yes,no,no,yes,no,no,one year,yes,mailed check,35.4,1748.9,0
4616-ULAOA,female,0,yes,yes,65,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),110.8,7245.9,0
0524-IAVZO,female,0,yes,no,30,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.0,2624.25,1
